title,text,source_name,date,topics,sentiment,type,tickers,lastupdate,news_id,rank_score
Uniswap Faces Stiff Resistance at 18 High as It Slumps to 1141,The price of Uniswap UNI has plummeted to a low of 11 after failing to hold above the 18 high The cryptocurrency has fallen to 1185 which is the previous low of January 25 2021,Coin Idol,2022-01-22 13:01:00,[],Negative,Article,['UNI'],"2024/02/07, 14:10:64236",101337,5.03
10M in Gas Fees Saved for Uniswap UNI Users on Polygon,Catch up on the latest crypto market news at The Currency Analytics Uniswap Makes Money Using Protocol Fees Impermanent loss in Uniswap Getting started with Uniswap 10 M in Gas Fees Saved The post 10M in Gas Fees Saved for Uniswap UNI Users on Polygon appeared first on Cryptocurrency News,The Currency Analytics,2022-01-23 08:00:46,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:64422",101477,4.96
Uniswap Labs Hired ExFederal Reserve Economist Gordon Liao,Uniswap labs hired exFederal reserve economist Gordon Liao but it seems that not everyone is impressed so lets have a closer look in todays altcoin news The founder of Uniswap labs hired Gordon Liao as a former FED economist,DCForecasts,2022-01-23 13:25:31,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:64376",101521,4.94
Ethereum Uniswap Dogecoin Price Analysis 05 February,Ethereum broke out past its previous alltime high but faced some selling pressure near 1700 Uniswap continued to climb up the charts but showed a bearish divergence and could be forced towards 17418 before its next leg up while Elon Musks tweets sent Dogecoin soaring,AMBCrypto,2021-02-05 15:00:57,tanalysis,Neutral,Article,"['DOGE', 'ETH', 'UNI']","2024/01/22, 13:58:26",10157,4.2
Heres where Uniswap might be heading after a volatile last quarter,Uniswap the decentralized liquidity provision protocol on Ethereum saw a volatile quarter in the cryptomarket last year With 2022 seeing the market lean towards the bears what can we expect from Uniswap going forward,AMBCrypto,2022-01-23 22:30:15,[],Negative,Article,['UNI'],"2024/02/07, 14:10:64312",101602,6.16
Shadow Crypto DeBanking JPMorgan Closes Uniswap Founders Accounts,Major banks do not have to take a public heavyhanded approach to the crypto industry that they loathe so much as they can operate in the shadows by quietly preventing crypto customers from having accounts,CryptoPotato,2022-01-24 06:47:17,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:64706",101643,6.39
Breaking JPMorgan Closes Uniswap UNI Founders Accounts,Most Central Banks loathe cryptyocurrency because it takes many of the pitfalls associated with fiat currencies These entities work in the shadows and do everything to throw a spanner into the smooth working of the Blockchain technology,Coingape,2022-01-24 08:48:20,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:64696",101656,8.57
A feature allowing anonymous Uniswap trading has returned,Uniswap users can once again participate in DeFi privately,Cointelegraph,2020-12-11 02:11:18,,Positive,Article,['UNI'],"2024/01/22, 14:10:11",1017,6.33
JPMorgan Chase closes Uniswap founders bank accounts,Uniswap founder Hayden Adams says that JPMorgan Chase has closed his bank accounts without notice or explanation The post JPMorgan Chase closes Uniswap founders bank accounts appeared first on The Block,The Block,2022-01-24 11:13:55,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:64651",101700,6.67
Uniswap founders bank account shut down by JP Morgan Chase shadowdebanking allegations surface,Banks do not need to provide an explanation when shut down accounts owned by clients deemed too risky according to former CFTC commissioner Brian Quintenz,Cointelegraph,2022-01-24 17:04:47,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:64544",101873,6.33
JPMorgan Closed Uniswaps Founder Accounts Heres Why,JPMorgan closed Uniswaps founder accounts because the major banks dont have such a public approach to the crypto industry Banks like JPMorgan operate in the shadows by preventing other crypto customers from having accounts so lets read further into todays latest crypto news,DCForecasts,2022-01-24 19:50:03,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:64498",101929,5.39
JPMorgan Closes Uniswap Founders Bank Account Described As A Shadow DeBanking Of Crypto,A few months ago the US Securities and Exchange Commission SEC began investigating the operations of Uniswap CRYPTO UNI the worlds largest decentralized exchange,Benzinga,2022-01-24 20:14:00,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:64490",101938,6.59
Blockone CEO Brendan Blumer Slams Ethereumbased DEX Uniswap UNI Why,Responding to latest statistical data about Uniswap UNI and SushiSwap SUSHI the most popular Ethereumbased DEXs Mr Blumer shares some concerns,UToday,2021-02-05 20:57:08,,Neutral,Article,['UNI'],"2024/01/22, 13:58:26",10217,6.03
Uniswap Price Prediction More Headwinds Ahead As Founders Accounts Are Closed,The Uniswap price prediction is for the token to face additional headwinds after its founders accounts were closed by JP Morgan Chase,InvestingCube,2022-01-25 18:10:48,[],Negative,Article,['UNI'],"2024/02/07, 14:10:64832",102290,5.87
Uniswap Tezos Sushi Price Analysis 26 January,With Bitcoin jumping above its 4hour 20SMA Uniswap improved its market position from the oversold region But it strived to test the 10 supply zone,AMBCrypto,2022-01-26 14:30:19,['tanalysis'],Neutral,Article,"['SUSHI', 'UNI', 'XTZ']","2024/02/07, 14:10:65200",102606,4.2
Uniswap price analysis Downtrend drags price level down to 10170 low,TLDR Breakdown Price has moved down to 102 Uniswap price analysis shows downtrend,Cryptopolitan,2022-01-28 19:29:46,['tanalysis'],Negative,Article,['UNI'],"2024/02/07, 14:10:65678",103505,5.48
Uniswap price analysis UNI shows bullish potential at 108,TLDR Breakdown Unieswap price analysis is bearish today The strongest resistance is present at 188 Trading price of Uniswap is 108 today,Cryptopolitan,2022-01-29 04:48:25,['tanalysis'],Positive,Article,['UNI'],"2024/02/07, 14:10:65610",103593,5.48
Bitcoin Ethereum Terra LUNA and Uniswap Daily Price Analyses  28 January Roundup,TLDR Breakdown The global crypto market shows improvement as it has added 207 in the last 24 hours Bitcoin is continuing forward in a bullish manner adding 159 in the last 24 hours,Cryptopolitan,2022-01-29 04:54:53,[],Neutral,Article,"['BTC', 'ETH', 'LUNA', 'UNI']","2024/02/07, 14:10:65608",103595,3.84
Uniswap Reaches Bearish Exhaustion as the Altcoin Consolidates above 955,The price of Uniswap UNI has fallen to the low of 955 as the bulls bought the dips At press time the cryptocurrency is trading at 1088 UNIUSD is trading in the oversold zone of the market,Coin Idol,2022-01-29 12:38:00,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:65968",103654,5.03
DEX tokens worth your attention before the end of January CAKE UNI and SUSHI,PancakeSwap CAKEUSD Uniswap UNIUSD and SushiSwap SUSHIUSD are all tokens that power decentralized exchanges DEXs Each token adds a higher level of utility and benefits within the exchange and as such has a value associated with it Should you buy PancakeSwap CAKE On January 30 2022 PancakeSwap CAKE had a value of 726 To get  The post DEX tokens worth your attention before the end of January CAKE UNI and SUSHI appeared first on Invezz,Invezz,2022-01-30 12:22:36,[],Neutral,Article,"['SUSHI', 'CAKE', 'UNI']","2024/02/07, 14:10:66109",103826,3.59
XRP and Uniswap Still Underbought per This Onchain Data,XRP Uniswap remain in underbought conditions according to this metric,UToday,2022-01-31 09:57:00,[],Neutral,Article,"['UNI', 'XRP']","2024/02/07, 14:10:66372",103980,4.23
OpenSea NFT Major Yet Again Surpassed Uniswap by Gas Consumption What Does This Mean,Ethereum ETH network has new leader in terms of gas consumption Uniswap is dethroned yet again,UToday,2022-01-31 10:28:00,['NFT'],Neutral,Article,['UNI'],"2024/02/07, 14:10:66368",103990,5.82
Chainlink Uniswap Sushi Price Analysis 31 January,The current market sentiment for cryptocurrencies is dipped in fear However altcoins have been showcasing interesting trajectories,AMBCrypto,2022-01-31 11:30:45,['tanalysis'],Neutral,Article,"['LINK', 'SUSHI', 'UNI']","2024/02/07, 14:10:66351",104006,4.2
XRP Uniswap UNI the Graph GRT and Three More Altcoins Approaching Opportunity Zones Santiment,Analytics firm Santiment is highlighting possible entry points for half a dozen altcoins amid a general downtrend which has given the crypto markets an extended pullback throughout January In its weekly Insights newsletter Santiment says that while most crypto investors are feeling pain opportunities exist for those with patience and some handy cash The data  The post XRP Uniswap UNI the Graph GRT and Three More Altcoins Approaching Opportunity Zones Santiment appeared first on The Daily Hodl,The Daily Hodl,2022-02-01 10:15:37,[],Positive,Article,"['GRT', 'UNI', 'XRP']","2024/02/07, 14:10:66689",104354,4.38
Stellar Lumens Uniswap Elrond Price Analysis 07 February,Stellar Lumens broke out past the range it was trading in since early December and eyed a 042 price point as a mediumterm target Uniswap faced some selling pressure and could retest 174 while Elrond surged past 100,AMBCrypto,2021-02-07 22:30:33,tanalysis,Positive,Article,"['EGLD', 'UNI', 'XLM']","2024/01/22, 13:58:26",10464,4.2
Bitcoin Ethereum Uniswap and Algorand Daily Price Analyses  1 February Roundup,TLDR Breakdown The global crypto market is again in the doldrums losing 566 in 24 hours Bitcoin is in a bullish mood has added 055 in the last 24 hours,Cryptopolitan,2022-02-02 03:58:39,[],Neutral,Article,"['ALGO', 'BTC', 'ETH', 'UNI']","2024/02/07, 14:10:66413",104746,3.84
21Shares Adds Aave Chainlink and Uniswap ETPs on BX Swiss,21Shares listed three new digital asset ETPs while VanEck launched its first multitoken cryptocurrency fund,CryptoPotato,2022-02-02 07:25:02,[],Neutral,Article,"['AAVE', 'LINK', 'UNI']","2024/02/07, 14:10:67010",104769,4.14
Uniswap price analysis UNI price stoops to 1097 low after bearish slope,TLDR Breakdown Price experienced a fall up to 1097 Uniswap price analysis shows downtrend,Cryptopolitan,2022-02-02 15:43:26,['tanalysis'],Negative,Article,['UNI'],"2024/02/07, 14:10:66879",104954,5.48
Uniswap price analysis UNIUSD set to below 782 support level,TLDR Breakdown Price experienced a fall up to 1097 Uniswap price analysis shows a downtrend,Cryptopolitan,2022-02-03 06:02:21,['tanalysis'],Neutral,Article,['UNI'],"2024/02/07, 14:10:67326",105145,5.48
Aave AAVE Overtakes UniSwap UNI As The Largest DeFi Crypto Token With 6 Billion Market Cap,In a massive price rally Aave AAVE has surged another 12 approaching 500 levels by hitting its new alltime high At press time AAVE is trading 123 up at 489 with a market cap of 606 billion,Coingape,2021-02-08 14:03:50,,Neutral,Article,"['AAVE', 'UNI']","2024/01/22, 13:58:26",10522,4.07
Paxos Adds DeFi Tokens AAVE UNI and LINKand Squares Lawyer,Paxos which powers the crypto operations for the likes of PayPal and Mastercard announced support for four new tokens,Decrypt,2022-02-03 14:01:02,[],Positive,Article,"['AAVE', 'PAX', 'UNI']","2024/02/07, 14:10:67195",105310,4.47
Paxos Added Support For New DEFI Tokens Like Aave LINK And UNI,Paxos added support for new DEFI tokens like Link Aave and UNI but also added former Square lawyer Ben Gray to its team as we can see further in our latest blockchain news Paxos powers the crypto operations for the likes of Mastercard and Paypal and it recently announced support for four new tokens,DCForecasts,2022-02-03 18:25:49,[],Positive,Article,"['AAVE', 'PAX', 'UNI']","2024/02/07, 14:10:67106",105430,3.14
Santiment Looks at State of Solana SOL Uniswap UNI AAVE and One Other Altcoin As Crypto Markets Bounce,An executive at Santiment crypto analytics firm is analyzing a handful of altcoins that surged in price earlier this week but have since corrected In a new YouTube video Santiment director of marketing Brian Quinlivan says that the 30day market value to realized value MVRV metric is helpful when hunting for crypto bargains The MVRV  The post Santiment Looks at State of Solana SOL Uniswap UNI AAVE and One Other Altcoin As Crypto Markets Bounce appeared first on The Daily Hodl,The Daily Hodl,2022-02-03 23:05:04,[],Neutral,Article,"['AAVE', 'SOL', 'UNI', 'MANA']","2024/02/07, 14:10:67046",105523,4.38
Analytical Firm Santiment Marks Next Opportunity Levels For XRP UNI LINK LRC AAVE COMP  GRT,Santiment an analytics firm is highlighting probable entry chances for a halfdozen altcoins amid a general decline that has caused the crypto markets to fall back for a long time in January The Platform writes in its weekly Insights newsletter that while most crypto investors are suffering there are chances for individuals with patience and ,CoinPedia,2022-02-04 06:44:30,[],Positive,Article,"['AAVE', 'COMP', 'GRT', 'XRP', 'LINK', 'LRC', 'UNI']","2024/02/07, 14:10:67576",105567,4.09
21Shares Launches Worlds First PhysicallyBacked ETPs for Aave Chainlink and Uniswap,Switzerlandbased21Shares AG which is considered one of the pioneers in issuing crypto exchangetraded products ETPs has announced listing of AAVE LINK and UNI ETPs on a Swiss regulated stock exchange BX Swiss is a Swissstock exchangeoperated by BX Swiss AGand it is subject to the supervision by theSwiss Financial Market Supervisory Authority FINMA ETPs are ,CryptoGlobe,2022-02-04 07:55:58,[],Positive,Article,"['AAVE', 'LINK', 'UNI']","2024/02/07, 14:10:67563",105582,3.99
Uniswap price analysis UNIUSD to break above 11 soon,TLDR Breakdown Uniswap price analysis is bullish today UNIUSD pair is at 1039 The closest resistance is at 108,Cryptopolitan,2022-02-04 10:06:31,['tanalysis'],Positive,Article,['UNI'],"2024/02/07, 14:10:67540",105619,5.48
Uniswap Price Prediction 2022 2025  2030 Can UNI hit 1000,Uniswap UNI price is 78 down from its May 2021 alltime high of 45 Price remains in downtrend even after recent expansion to L2s,InvestingCube,2022-02-04 11:10:52,[],Neutral,Article,['UNI'],"2024/02/07, 14:10:67527",105629,5.42
Bitcoin Ethereum Cardano and Uniswap Daily Price Analyses  4 February Roundup,TLDR Breakdown The global crypto market takes a huge leap adding 918 in 24 hours Bitcoin adds new value to its gains with the addition of 1103,Cryptopolitan,2022-02-05 04:14:15,[],Positive,Article,"['ADA', 'BTC', 'ETH', 'UNI']","2024/02/07, 14:10:67334",105901,3.84
Uniswap Revisits 12 High as Buyers Emerge from the Oversold Region,Uniswap UNI has been trading in a sideways trend for the past two weeks,Coin Idol,2022-02-05 11:21:00,[],Positive,Article,['UNI'],"2024/02/07, 14:10:67692",105960,5.03
Uniswap price analysis UNI sets eyes on 116,TLDR Breakdown Unieswap price analysis is bullish today The strongest resistance is present at 148 Trading price of Uniswap is 114 today,Cryptopolitan,2022-02-06 10:35:11,['tanalysis'],Positive,Article,['UNI'],"2024/02/07, 14:10:67812",106117,5.48
21Shares Announces the Listing of Chainlink Terra and Uniswap ETPs on Euronext Paris and Amsterdam,February 7 2022  21Shares AG 21Shares the worlds largest issuer of cryptocurrency ETPs today announced the listing of 3 ETPs on Euronext Paris and Amsterdam with Chainlink Terra and Uniswap respectively as the underlying assets 21Shares Ch,Crypto Reporter,2022-02-07 09:23:35,[],Neutral,Article,"['LINK', 'LUNA', 'UNI']","2024/02/07, 14:10:68121",106268,3.12
Uniswap price analysis Bullish drive navigates price above 121 margin,TLDR Breakdown Price leveled up to 12190 today Uniswap price analysis shows uptrend,Cryptopolitan,2022-02-07 15:57:07,['tanalysis'],Positive,Article,['UNI'],"2024/02/07, 14:10:67986",106426,5.48
21Shares Lists Chainlink Terra And Uniswap ETPs on Euronext Paris and Amsterdam,21Shares dived deeper into the world of crypto by adding Chainlink Terra and Uniswap ETPs on Euronext Paris and Amsterdam,CryptoPotato,2022-02-07 16:05:12,[],Positive,Article,"['LINK', 'LUNA', 'UNI']","2024/02/07, 14:10:67982",106430,4.14
Polkadot Uniswap Ethereum Classic Price Analysis 08 February,Polkadot was projected to snap fresher highs in the short term before an eventual correction Uniswap gave mixed signals at the time of writing and a fall below 176 support could mark a downtrend,AMBCrypto,2021-02-09 00:00:23,tanalysis,Neutral,Article,"['DOT', 'ETH', 'UNI']","2024/01/22, 13:58:26",10669,4.2
21Shares lists Chainlink Terra and Uniswap,21Shares AG the largest issuer of cryptocurrency exchangetraded products ETPs globally has announced the listing of three ETPs on Euronext Paris and Amsterdam The underlying assets for these ETPs were for Chainlink LINKUSD Terra LUNAUSD and Uniswap UNIUSD Chainlink Terra  Uniswap ETPs The press release describes each of the three ETPs and their value  The post 21Shares lists Chainlink Terra and Uniswap appeared first on Invezz,Invezz,2022-02-08 11:11:50,[],Neutral,Article,"['LINK', 'LUNA', 'UNI']","2024/02/07, 14:10:68374",106705,3.59
Ethereum Uniswap IOTA Price Analysis 09 February,The past two weeks showcased a sizeable bullish recovery attempt after the bears pushed the prices to their multimonth lows on 24 January Thus Ethereum and IOTA continued their upchannel trajectories while jabbing through crucial support levels,AMBCrypto,2022-02-09 16:30:53,['tanalysis'],Neutral,Article,"['ETH', 'UNI', 'MIOTA']","2024/02/07, 14:10:68565",107241,4.2
Bitcoin Ethereum Terra LUNA and Uniswap Daily Price Analyses  9 February Roundup,TLDR Breakdown The global crypto market undergoes a big dip losing 1654 in 24 hours In contrast to the usual trend bitcoin has gained 191 in the past 24 hours,Cryptopolitan,2022-02-10 05:21:13,[],Neutral,Article,"['BTC', 'ETH', 'LUNA', 'UNI']","2024/02/07, 14:10:68997",107429,3.84
DeFi Assets Plunge  30 Correction Inevitable For YFI SUSHI And UNI Price,The global crypto markets diverse offerings have led an astounding rally since the bygone year Where projects from NFTs and metaverse have set a benchmark for the industry Whilst being a challenge to mainstream crypto assets However a section from the industry is yet to turn heads on which folks have pinned hawks eye Successively ,CoinPedia,2022-02-11 05:29:46,[],Negative,Article,"['SUSHI', 'YFI', 'UNI']","2024/02/07, 14:10:69225",107817,4.09
Matic Uniswap Among Most Purchased Tokens by Whales as Market Dips,Matic and Uniswap are among the top tokens bought by whales amid a market dip,UToday,2022-02-11 16:06:00,['whales'],Positive,Article,"['MATIC', 'UNI']","2024/02/07, 14:10:69094",107987,4.34
Uniswap V3 Based Universe Finance Reveals Plans of Launch,PRESS RELEASE Universe Finance has stated that its IDO will begin on the 15th of February and will run till the 18th Universe Finance wants to provide the finest Uniswap V3 active liquidity management platform on Ethereum and Polygon What can Universe Finance offer Security is one of the most problematic things when it comes ,Bitcoin,2022-02-12 06:00:25,['upgrade'],Neutral,Article,['UNI'],"2024/02/07, 14:10:69338",108153,6.14
Uniswap Slumps as Buyers Fail to Keep the Altcoin above 13 High,The price of Uniswap UNI has fallen below its moving averages The cryptocurrency is trading in a bearish trend zone and is capable of further downside,Coin Idol,2022-02-12 11:30:00,[],Negative,Article,['UNI'],"2024/02/07, 14:10:69299",108196,5.03
Ethereum Dogecoin Uniswap Price Analysis 13 February,With the marketwide retracement in the last few days the Bitcoin fear and greed index saw a slight pullback as it kept hovering into the fear zone Ethereum and Dogecoin witnessed an upchannel breakdown on their 4hour charts,AMBCrypto,2022-02-13 13:30:39,['tanalysis'],Neutral,Article,"['DOGE', 'ETH', 'UNI']","2024/02/07, 14:10:69411",108369,4.2
Uniswap V3 Liquidity Management Platform Universe Finance Set To Launch IDO,Universe Finance has announced that it will launch its IDO which will run from the 15th to the 18th The Uniswap V3 liquidity management platform which operates on both the Polygon and Ethereum networks has said that the IDO will take place over a threeday period where users will be able to participate in the ,Bitcoinist,2022-02-14 12:00:21,"['upgrade', 'IDO']",Positive,Article,['UNI'],"2024/02/07, 14:10:69627",108544,5.83
IDO For Universe Finance To Launch All Eyes Are On The Uniswap V3 Active Liquidity Management Platform,There are so many different projects in the DeFi sector nowadays that it is becoming increasingly difficult to keep track of them all However if there is one name that everyone should be keeping an eye on its Universe Finance,Blockonomi,2022-02-14 17:03:08,"['upgrade', 'IDO']",Positive,Article,['UNI'],"2024/02/07, 14:10:69550",108673,5.59
Integration Announcement ChangeNOW Welcomes Uniswap,We are proud to announce a new ChangeNOW integration with a prominent decentralized exchange Uniswap Thrilled as we are to work with the best instant swap services on the market integrating Uniswaps engine under our hood was a particularly desirable milestone,BeInCrypto,2020-12-11 14:39:48,,Positive,Article,['UNI'],"2024/01/22, 14:10:11",1095,6.13
Whales Are Gobbling Up Three Crypto Assets  And Unloading Three Others According to Insights Firm,Crypto whales are acquiring three altcoins at a rapid rate while unloading three others according to Santiment The crypto analytics firm notes that the number of addresses holding between 100000 and 10 million Sushi SUSHI makes this group of whales owners of close to half of the assets total supply SUSHI is the governance token  The post Whales Are Gobbling Up Three Crypto Assets  And Unloading Three Others According to Insights Firm appeared first on The Daily Hodl,The Daily Hodl,2022-02-16 23:05:54,['whales'],Positive,Article,"['BAND', 'SUSHI', 'UNI']","2024/02/07, 14:10:69978",109600,4.48
Is it now the right time to start buying these DeFi tokens LUNA LINK UNI GRT and CAKE,Terra LUNAUSD Chainlink LINKUSD Uniswap UNIUSD The Graph GRTUSD and PancakeSwap CAKEUSD are all solid Decentralized Finance DeFi tokens that you can buy on February 17 2022 Should you buy Terra LUNA On February 17 2022 Terra LUNA had a value of 559 The alltime high value of Terra LUNA was on December 27 2021  The post Is it now the right time to start buying these DeFi tokens LUNA LINK UNI GRT and CAKE appeared first on Invezz,Invezz,2022-02-17 14:08:13,[],Neutral,Article,"['GRT', 'LUNA', 'CAKE', 'LINK', 'UNI']","2024/02/07, 14:10:70360",109781,3.59
Scam Alert Animoca Brands Warns of a New Fake Token on Uniswap V2,Animoca Brands said that the fraudulent token does not have any connection to the company,CryptoPotato,2022-02-17 20:30:30,[],Negative,Article,['UNI'],"2024/02/07, 14:10:70253",109936,5.94
Hackers Behind AscendEX Breach Move 15M Ether to Uniswap,Security research firm PeckShield points to onchain data that shows 516 ether is on the move,Coindesk,2022-02-18 10:26:00,[],Negative,Article,"['ETH', 'UNI']","2024/02/07, 14:10:70690",110061,5.02
Over 15 Million of ETH From the AscendEx Hack Moved to Uniswap,The hackers behind the AscendEx attack have started to move some of the stolen assets to Uniswap,CryptoPotato,2022-02-18 12:08:44,[],Negative,Article,"['UNI', 'ETH']","2024/02/07, 14:10:70655",110112,4.59
Animoca Brands Warned Of Fake Uniswap V2 Token Report,Animoca Brands warned of a fake Uniswap V2 token and said that the token has no connection to the company so lets read further in todays latest cryptocurrency news The investor in an NFT and metaverse project Animoca Brands issued a scam alert regarding the new ERC20 token dubbed Animoca Brands Metaverse on Uniswap V2 ,DCForecasts,2022-02-18 12:38:13,[],Negative,Article,['UNI'],"2024/02/07, 14:10:70648",110118,4.94
AscendEx hacker transfers over 15 million in ETH to Uniswap,TLDR Breakdown The hackers who carried out the AscendEx attack have begun moving some of the stolen assets to Uniswap AscendEX lost over 777 million in the hot wallet hack,Cryptopolitan,2022-02-18 16:06:54,[],Negative,Article,"['UNI', 'ETH']","2024/02/07, 14:10:70587",110197,4.29
AscendeEX Hackers Start Moving 15M Worth Of ETH To Uniswap,The AscendeEX hackers started moving the stolen funds worth 15 million in ETH to Uniswap as we can see further in our latest cryptocurrency news today Two months after the exploit on the crypto exchange the AscendeEX hackers started moving 15 million worth of ETH to Uniswap in their first attempts to launder the money,DCForecasts,2022-02-18 19:45:23,[],Negative,Article,"['UNI', 'ETH']","2024/02/07, 14:10:70526",110284,3.59
Incognito Enables Anonymous Uniswap Trading,Uniswap  the most used decentralized exchange DEX on Ethereum has a newly updated private mode Traders can benefit from anonymity by using the protocol with Incognito  a platform designed to enable confidential trading across various cryptocurrencies,Crypto Briefing,2020-12-11 16:04:10,,Positive,Article,['UNI'],"2024/01/22, 14:10:11",1104,6.07
Uniswap Declines and Shows no Strength as Bears Resume Selling Pressure at 13,The price of Uniswap UNI is in a downward correction as the price falls below the moving averages All upside corrections were shrugged off as the altcoin found support above 10 The cryptocurrency lacks buyers at higher price levels,Coin Idol,2022-02-19 12:30:00,[],Negative,Article,['UNI'],"2024/02/07, 14:10:70819",110430,5.03
Uniswaps 485 million losses are keeping these parties at bay,The events that transpired this month have left many altcoins suffering including the biggest Decentralised exchange in the world Uniswap has been consistently registering losses throughout February despite the relief rally on 4 February,AMBCrypto,2022-02-19 14:30:04,[],Negative,Article,['UNI'],"2024/02/07, 14:10:70800",110452,6.16
Uniswap Polygon and assessing how their couple goals are faring,They just met but everyones already talking about how great they look together This isnt your average celebrity couple no but rather Polygon and Uniswap,AMBCrypto,2022-02-21 07:00:36,[],Neutral,Article,"['MATIC', 'UNI']","2024/02/07, 14:10:71213",110692,4.36
EOS Aave UNI Price Analysis 10 February,EOS at press time had risen to its highest point in nearly a year but flashed bearish signals on the charts too AAVE broke above its ascending triangle and awaited confirmation over the next few trading sessions,AMBCrypto,2021-02-11 01:00:04,tanalysis,Neutral,Article,"['AAVE', 'EOS', 'UNI']","2024/01/22, 13:58:26",11125,4.2
Largest Ethereum Whale on Record Launches Altcoin Accumulation Spree As Crypto Markets Nosedive,As the overall crypto markets weather a storm one whale is scooping up digital assets to the tune of 123 million New data from whalewatching bot WhaleStats reveals that the richest of the top 1000 Ethereum ETH wallets has been on a feeding frenzy of staggering proportions The wallet known as Light gorged itself on  The post Largest Ethereum Whale on Record Launches Altcoin Accumulation Spree As Crypto Markets Nosedive appeared first on The Daily Hodl,The Daily Hodl,2022-02-22 19:05:46,['whales'],Positive,Article,"['BAT', 'ENJ', 'LINK', 'PAXG', 'UNI', 'MKR']","2024/02/07, 14:10:71307",111358,4.48
Uniswap A price swing of 75 might see UNI head this way,Uniswap price has been on a downtrend for roughly 300 days and the recent crash pushed it into an inflection point Therefore the reversal that occurs here could be the key to triggering a massive bull rally for the altcoin,AMBCrypto,2022-02-23 01:30:49,[],Positive,Article,['UNI'],"2024/02/07, 14:10:71236",111447,6.16
